time_s,reference_m,position_m,base_position_m,voltage_v
0.56,0.0,0.0,0.0,0.0
0.5700000000000001,0.0,0.0,0.0,0.0
0.58,0.0,0.0,0.0,0.0
0.59,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0
0.61,0.0,0.0,0.0,0.0
0.62,0.0,0.0,0.0,0.0
0.63,0.0,0.0,0.0,0.0
0.64,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0
0.66,0.0,0.0,0.0,0.0
0.67,0.0,0.0,0.0,0.0
0.68,0.0,0.0,0.0,0.0
0.6900000000000001,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0
0.71,0.0,0.0,0.0,0.0
0.72,0.0,0.0,0.0,0.0
0.73,0.0,0.0,0.0,0.0
0.74,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0
0.76,0.0,0.0,0.0,0.0
0.77,0.0,0.0,0.0,0.0
0.78,0.0,0.0,0.0,0.0
0.79,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.81,0.0,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0,0.0
0.84,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.86,0.0,0.0,0.0,0.0
0.87,0.0,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.0
0.89,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.91,0.0,0.0,0.0,0.0
0.92,0.0,0.0,0.0,0.0
0.93,0.0,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0,0.0
0.96,0.0,0.0,0.0,0.0
0.97,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0
1.0,0.004,-8.078272028897532e-27,0.0,0.008727272736825524
1.01,0.004,5.088491023698998e-07,0.0,0.0089689507811758
1.02,0.004,3.1963876684432716e-06,0.0,0.009201525807986012
1.03,0.004,8.749382511545354e-06,0.0,0.009446483787478761
1.04,0.004,1.7377242467798172e-05,0.0,0.009719837970697736
1.05,0.004,2.9283684747728683e-05,0.0,0.01003234877976515
1.06,0.004,4.475678373425371e-05,0.0,0.010390375226221693
1.07,0.004,6.414345048456058e-05,0.0,0.010796811805011658
1.08,0.004,8.779530828957142e-05,0.0,0.011251945658020263
1.09,0.004,0.0001160195557656516,0.0,0.01175417886678869
1.1,0.004,0.00014905057807503255,0.0,0.012300597492964352
1.11,0.004,0.00018704298022945775,0.0,0.012887400245140372
1.12,0.004,0.0002300780444575452,0.0,0.013510217429434673
1.1300000000000001,0.004,0.00027817523338935176,0.0,0.014164350692080285
1.1400000000000001,0.004,0.0003313036329550507,0.0,0.014844955766296328
1.1500000000000001,0.004,0.0003893912440344282,0.0,0.015547182663888433
1.16,0.004,0.0004523317260638597,0.0,0.016266282813682927
1.17,0.004,0.0005199888781199718,0.0,0.016997689475833355
1.18,0.004,0.0005921993533778027,0.0,0.01773707563078415
1.19,0.004,0.0006687742720796267,0.0,0.018480395502541155
1.2,0.004,0.000749500052511992,0.0,0.019223911877000385
1.21,0.004,0.0008341388197620763,0.0,0.019964209704738545
1.22,0.004,0.000922428829065282,0.0,0.02069820354471287
1.23,0.004,0.0010140849682629635,0.0,0.021423135368362923
1.24,0.004,0.0011087995354508956,0.0,0.022136568048298222
1.25,0.004,0.0012062434706454088,0.0,0.02283637375498785
1.26,0.004,0.0013060678665834271,0.0,0.023520720492053324
1.27,0.004,0.0014079061987883814,0.0,0.024188053979101502
1.28,0.004,0.0015113765482115905,0.0,0.02483708181224056
1.29,0.004,0.001616084806283954,0.0,0.025466752429405933
1.3,0.004,0.0017216276437072946,0.0,0.02607623695958292
1.31,0.004,0.00182759598860599,0.0,0.026664911323737935
1.32,0.004,0.0019335791934862272,0.0,0.027232333058892635
1.33,0.004,0.002039167858903517,0.0,0.027778230020839696
1.34,0.004,0.0021439589326985344,0.0,0.028302475467037024
1.35,0.004,0.0022475589241004014,0.0,0.028805074502020467
1.36,0.004,0.002349586574529196,0.0,0.029286153926910384
1.37,0.004,0.0024496788091038337,0.0,0.02974593562764426
1.3800000000000001,0.004,0.0025474922787065393,0.0,0.030184731255016556
1.3900000000000001,0.004,0.002642706106371406,0.0,0.030602930874158427
1.4000000000000001,0.004,0.0027350261796916355,0.0,0.031000984199011202
1.41,0.004,0.0028241858952660214,0.0,0.031379396664038633
1.42,0.004,0.002909948760652709,0.0,0.03173871657309003
1.43,0.004,0.0029921102523238776,0.0,0.03207952542039034
1.44,0.004,0.0030704978476480465,0.0,0.03240243383256342
1.45,0.004,0.0031449726937887576,0.0,0.03270807021108715
1.46,0.004,0.0032154292132906465,0.0,0.03299707757917399
1.47,0.004,0.003281795030824897,0.0,0.03327010664156152
1.48,0.004,0.003344030585332569,0.0,0.03352781073474938
1.49,0.004,0.0034021278832779907,0.0,0.03377084282570276
1.5,0.004,0.003456109459509979,0.0,0.033999849875633884
1.51,0.004,0.0035060268170423467,0.0,0.034215471401587254
1.52,0.004,0.0035519585687282047,0.0,0.03441833481649483
1.53,0.004,0.003594008926555597,0.0,0.03460905333182583
1.54,0.004,0.0036323060127259376,0.0,0.0347882221657619
1.55,0.004,0.003667000518511402,0.0,0.03495641361674881
1.56,0.004,0.003698265938712178,0.0,0.03511417178604841
1.57,0.004,0.003726299378815681,0.0,0.03526200082633165
1.58,0.004,0.0037513241317713745,0.0,0.035400354112206885
1.59,0.004,0.0037735947784874853,0.0,0.03552961515171623
1.6,0.004,0.003793400092247954,0.0,0.03565008323049637
1.61,0.004,0.0038110633783261117,0.0,0.035761965336825616
1.62,0.004,0.003826933392823582,0.0,0.035865388174628705
1.6300000000000001,0.004,0.003841364777383601,0.0,0.03596043413911128
1.6400000000000001,0.004,0.0038546923495351906,0.0,0.03604719203835221
1.6500000000000001,0.004,0.003867207790229246,0.0,0.03612580402898344
1.6600000000000001,0.004,0.0038791458108832473,0.0,0.036196493125758636
1.67,0.004,0.0038906820052346767,0.0,0.0362595661388806
1.68,0.004,0.0039019389800179494,0.0,0.03631539911812664
1.69,0.004,0.003912996238392937,0.0,0.03636441507408169
1.7,0.004,0.003923900564684653,0.0,0.03640706112140684
1.71,0.004,0.003934675168213755,0.0,0.03644378892319054
1.72,0.004,0.003945326963572439,0.0,0.036475039833313544
1.73,0.004,0.003955852188944761,0.0,0.03650123426582116
1.74,0.004,0.0039662406557340124,0.0,0.03652276460103187
1.75,0.004,0.003976478712206774,0.0,0.03653999136062405
1.76,0.004,0.0039865513505836,0.0,0.03655324146614084
1.77,0.004,0.00399644389017797,0.0,0.036562807827905816
1.78,0.004,0.0040061427282199105,0.0,0.03656895075692482
1.79,0.004,0.0040156361762711795,0.0,0.036571899519499414
1.8,0.004,0.004024914558042205,0.0,0.03657185509151618
1.81,0.004,0.004033970481193583,0.0,0.036568992693081975
1.82,0.004,0.0040427985607413884,0.0,0.03656346500411796
1.83,0.004,0.004051395470414746,0.0,0.036555404824822474
1.84,0.004,0.004059759429485107,0.0,0.03654492828177604
1.85,0.004,0.00406789021270705,0.0,0.03653213711349013
1.86,0.004,0.00407578863131042,0.0,0.036517121461619964
1.87,0.004,0.004083456440062616,0.0,0.03649996177416712
1.8800000000000001,0.004,0.00409089608450147,0.0,0.03648073072765181
1.8900000000000001,0.004,0.004098110384004033,0.0,0.036459495029434685
1.9000000000000001,0.004,0.004105102636387393,0.0,0.03643631629234065
1.9100000000000001,0.004,0.004111876160125435,0.0,0.036411252730659704
1.92,0.004,0.004118434493319174,0.0,0.03638435950110257
1.93,0.004,0.0041247811747295235,0.0,0.036355689680409635
1.94,0.004,0.00413091964795271,0.0,0.03632529490549682
1.95,0.004,0.0041368534198648775,0.0,0.03629322541271693
1.96,0.004,0.004142585803071626,0.0,0.036259530818341226
1.97,0.004,0.0041481200419801224,0.0,0.03622426007287244
1.98,0.004,0.004153459340936279,0.0,0.036187461550738494
1.99,0.004,0.004158606676577388,0.0,0.03614918354011705
2.0,0.004,0.004163565004045883,0.0,0.036109473894092345
2.0100000000000002,0.004,0.00416833716852712,0.0,0.036068380256813526
2.02,0.004,0.004172925834477135,0.0,0.03602595023700129
2.0300000000000002,0.004,0.0041773336735956125,0.0,0.035982231029278576
2.04,0.004,0.004181563198998064,0.0,0.035937269758545456
2.05,0.004,0.004185616822858423,0.0,0.03589111335386118
2.06,0.004,0.00418949696486888,0.0,0.03584380831014302
2.07,0.004,0.004193205861674254,0.0,0.03579540107205939
2.08,0.004,0.004196745738937265,0.0,0.03574593765928964
2.09,0.004,0.004200118783966142,0.0,0.03569546370837874
2.1,0.004,0.004203327032685798,0.0,0.03564402469516402
2.11,0.004,0.004206372572156461,0.0,0.035591665497628544
2.12,0.004,0.004209257372437015,0.0,0.035538430737249826
2.13,0.004,0.004211983353615644,0.0,0.03548436462906214
2.14,0.004,0.004214552469761555,0.0,0.035429510798565274
2.15,0.004,0.004216966522196589,0.0,0.03537391266796733
2.16,0.004,0.004219227381820753,0.0,0.03531761298623088
2.17,0.004,0.004221336830778848,0.0,0.03526065415974268
2.18,0.004,0.004223296617999472,0.0,0.035203078135008975
2.19,0.004,0.004225108533252467,0.0,0.03514492624468503
2.2,0.004,0.004226774235841224,0.0,0.03508623956877816
2.21,0.004,0.004228295489864903,0.0,0.03502705844408313
2.22,0.004,0.004229673925339007,0.0,0.03496742296925532
2.23,0.004,0.0042309112509827315,0.0,0.03490737256219942
2.24,0.004,0.004232009102736371,0.0,0.034846946283058844
2.25,0.004,0.004232969136422033,0.0,0.03478618264401243
2.2600000000000002,0.004,0.004233792998040152,0.0,0.03472511967723671
2.27,0.004,0.004234482311309822,0.0,0.034663794965270285
2.2800000000000002,0.004,0.004235038725878752,0.0,0.03460224554541305
2.29,0.004,0.004235463858458088,0.0,0.03454050803711685
2.3000000000000003,0.004,0.004235759353473772,0.0,0.03447861851982164
2.31,0.004,0.004235926845997682,0.0,0.034416612614007594
2.32,0.004,0.004235967966853946,0.0,0.03435452547479583
2.33,0.004,0.004235884388008514,0.0,0.03429239169934014
2.34,0.004,0.004235677737640988,0.0,0.034230245508165155
2.35,0.004,0.004235349695896598,0.0,0.034168120546234554
2.36,0.004,0.004234901960431229,0.0,0.034106049957460305
2.37,0.004,0.004234336231063431,0.0,0.03404406641764358
2.38,0.004,0.0042336541481101195,0.0,0.03398220226420259
2.39,0.004,0.004232857514158704,0.0,0.03392048903305602
2.4,0.004,0.004231948024775434,0.0,0.033858958020859586
2.41,0.004,0.00423092746831689,0.0,0.03379763986682995
2.42,0.004,0.004229797637313781,0.0,0.03373656473624973
2.43,0.004,0.004228560290340769,0.0,0.03367576239916394
2.44,0.004,0.004227217336329012,0.0,0.03361526184188625
2.45,0.004,0.004225770531850781,0.0,0.03355509189794409
2.46,0.004,0.004224221853483598,0.0,0.0334952804659606
2.47,0.004,0.004222573121569078,0.0,0.03343585529272465
2.48,0.004,0.00422082633930834,0.0,0.03337684326058707
2.49,0.004,0.004218983413654552,0.0,0.03331827096595225
2.5,0.004,0.0042170463683477745,0.0,0.03326016427004878
2.5100000000000002,0.004,0.004215017203863488,0.0,0.0332025485855812
2.52,0.004,0.004212897965287559,0.0,0.03314544873053022
2.5300000000000002,0.004,0.0042106907472262995,0.0,0.03308888891112399
2.54,0.004,0.004208397619607559,0.0,0.03303289287187232
2.5500000000000003,0.004,0.004206020767761598,0.0,0.03297748359587142
2.56,0.004,0.004203562291962398,0.0,0.0329226837176831
2.57,0.004,0.0042010244601470015,0.0,0.03286851498857479
2.58,0.004,0.004198409412470396,0.0,0.032814998886664816
2.59,0.004,0.004195719483206879,0.0,0.032762155938246475
2.6,0.004,0.004192956870642155,0.0,0.03271000639916624
2.61,0.004,0.0041901239492297074,0.0,0.03265856959721241
2.62,0.004,0.004187222996641881,0.0,0.03260786449324722
2.63,0.004,0.004184256400375891,0.0,0.03255790924444948
2.64,0.004,0.004181226533598209,0.0,0.0325087214546651
2.65,0.004,0.004178135777036005,0.0,0.032460318122956404
2.66,0.004,0.004174986600716453,0.0,0.032412715465257036
2.67,0.004,0.004171781378107003,0.0,0.03236592929524654
2.68,0.004,0.004168522647006229,0.0,0.032319974474225945
2.69,0.004,0.004165212812197822,0.0,0.032274865523137
2.7,0.004,0.004161854413564025,0.0,0.032230616059134666
2.71,0.004,0.004158449939490885,0.0,0.03218723917651189
2.72,0.004,0.004155001877020104,0.0,0.03214474733777107
2.73,0.004,0.004151512803568493,0.0,0.03210315217656125
2.74,0.004,0.004147985173808033,0.0,0.03206246493576069
2.75,0.004,0.004144421574793691,0.0,0.032022695932909864
2.7600000000000002,0.004,0.004140824521252976,0.0,0.03198385498021135
2.77,0.004,0.004137196511458091,0.0,0.0319459512654528
2.7800000000000002,0.004,0.0041335401300415546,0.0,0.03190899313447949
2.79,0.004,0.004129857843722895,0.0,0.03187298851200914
2.8000000000000003,0.004,0.004126152178780475,0.0,0.03183794453137099
2.81,0.004,0.004122425667449179,0.0,0.03180386764308042
2.82,0.004,0.004118680741607829,0.0,0.031770763834008085
2.83,0.004,0.0041149199024841645,0.0,0.031738638274656915
2.84,0.004,0.00411114562161858,0.0,0.03170749552389086
2.85,0.004,0.004107360284472071,0.0,0.03167733964595832
2.86,0.004,0.004103566321852161,0.0,0.031648173938852484
2.87,0.004,0.004099766138489534,0.0,0.03162000108386754
2.88,0.004,0.004095962060042016,0.0,0.0315928232571778
2.89,0.004,0.004092156408976881,0.0,0.03156664197491157
2.9,0.004,0.004088351506803932,0.0,0.03154145809134928
2.91,0.004,0.0040845496101415395,0.0,0.03151727193693473
2.92,0.004,0.004080752918173257,0.0,0.0314940833049018
2.93,0.004,0.004076963630932248,0.0,0.031471891335835715
2.94,0.004,0.004073183919372925,0.0,0.03145069458446919
2.95,0.004,0.0040694158888496465,0.0,0.031430491105824104
2.96,0.004,0.004065661579684433,0.0,0.031411278455081355
2.97,0.004,0.0040619230120314785,0.0,0.03139305360339584
2.98,0.004,0.0040582022050809135,0.0,0.031375812905120336
2.99,0.004,0.004054501089692112,0.0,0.03135955229082242
3.0,0.004,0.004050821505044146,0.0,0.031344267279354895
3.0100000000000002,0.004,0.004047165311658986,0.0,0.03132995275188996
3.02,0.004,0.004043534362002378,0.0,0.03131660302241085
3.0300000000000002,0.004,0.004039930361191812,0.0,0.031304212141831204
3.04,0.004,0.0040363549335080805,0.0,0.03129277376435895
3.0500000000000003,0.004,0.004032809808768834,0.0,0.031282280771990675
3.06,0.004,0.004029296581441014,0.0,0.03127272578859752
3.0700000000000003,0.004,0.004025816729770779,0.0,0.0312641011505109
3.08,0.004,0.004022371814458649,0.0,0.031256398502064034
3.09,0.004,0.004018963281127639,0.0,0.031249609222784244
3.1,0.004,0.0040155924447211255,0.0,0.031243724470691066
3.11,0.004,0.004012260729854964,0.0,0.031238734690996285
3.12,0.004,0.004008969426905691,0.0,0.031234630141171803
3.13,0.004,0.004005719695340273,0.0,0.03123140089522356
3.14,0.004,0.0040025128222270145,0.0,0.03122903631490463
3.15,0.004,0.003999349925128228,0.0,0.031227525686462032
3.16,0.004,0.003996232046270716,0.0,0.031226858035174797
3.17,0.004,0.003993160322707177,0.0,0.031227021781471215
3.18,0.004,0.003990135687231278,0.0,0.031228005382661954
3.19,0.004,0.003987159100087627,0.0,0.031229796858648465
3.2,0.004,0.003984231522507406,0.0,0.03123238386116453
3.21,0.004,0.0039813537251812865,0.0,0.031235754089066405
3.22,0.004,0.003978526597423038,0.0,0.031239894651861822
3.23,0.004,0.003975750891676275,0.0,0.031244792619927478
3.24,0.004,0.003973027291181571,0.0,0.03125043489483822
3.25,0.004,0.003970356560287662,0.0,0.03125680790644418
3.2600000000000002,0.004,0.0039677392583740605,0.0,0.031263898227263956
3.27,0.004,0.003965176035152158,0.0,0.031271691964016024
3.2800000000000002,0.004,0.003962667455300907,0.0,0.03128017513920252
3.29,0.004,0.0039602139803237655,0.0,0.0312893337413936
3.3000000000000003,0.004,0.003957816173721107,0.0,0.0312991533060484
3.31,0.004,0.003955474400210778,0.0,0.031309619560456144
3.3200000000000003,0.004,0.003953189107280273,0.0,0.03132071784320602
3.33,0.004,0.003950960669299357,0.0,0.03133243344413138
3.34,0.004,0.003948789361777492,0.0,0.03134475166988751
3.35,0.004,0.003946675560579772,0.0,0.031357657436227926
3.36,0.004,0.0039446194496581734,0.0,0.03137113589440379
3.37,0.004,0.003942621303647459,0.0,0.031385171847374875
3.38,0.004,0.00394068131625843,0.0,0.03139975012197291
3.39,0.004,0.003938799601468043,0.0,0.03141485557694655
3.4,0.004,0.003936976363818393,0.0,0.03143047275495317
3.41,0.004,0.0039352116244811015,0.0,0.03144658646963718
3.42,0.004,0.0039335055033522985,0.0,0.03146318122175077
3.43,0.004,0.003931858032526755,0.0,0.03148024160184162
3.44,0.004,0.003930269179176336,0.0,0.031497752251709144
3.45,0.004,0.003928738994727687,0.0,0.03151569755972516
3.46,0.004,0.003927267357018985,0.0,0.03153406221330773
3.47,0.004,0.003925854240250457,0.0,0.03155283063942343
3.48,0.004,0.0039244995409722745,0.0,0.031571987380105145
3.49,0.004,0.003923203084855109,0.0,0.031591517086912484
3.5,0.004,0.003921964789831003,0.0,0.03161140418572294
3.5100000000000002,0.004,0.003920784411207903,0.0,0.03163163342237048
3.52,0.004,0.003919661777520929,0.0,0.03165218937376989
3.5300000000000002,0.004,0.003918596680433756,0.0,0.031673056688041656
3.54,0.004,0.0039175888058907,0.0,0.03169422023743117
3.5500000000000003,0.004,0.003916637950941936,0.0,0.031715664669025624
3.56,0.004,0.003915743778375781,0.0,0.03173737492969238
3.5700000000000003,0.004,0.003914905959615511,0.0,0.03175933597209403
3.58,0.004,0.003914124205696068,0.0,0.031781532696520134
3.59,0.004,0.003913398089302334,0.0,0.0318039503334951
3.6,0.004,0.003912727265079045,0.0,0.0318265739859469
3.61,0.004,0.003912111346254856,0.0,0.03184938889630879
3.62,0.004,0.0039115498485456195,0.0,0.03187238057145942
3.63,0.004,0.003911042387049238,0.0,0.031895534373774716
3.64,0.004,0.003910588489424039,0.0,0.03191883592200721
3.65,0.004,0.003910187630050368,0.0,0.03194227102525591
3.66,0.004,0.003909839367383925,0.0,0.0319658253988202
3.67,0.004,0.003909543163476718,0.0,0.03198948505202167
3.68,0.004,0.00390929844885547,0.0,0.032013236156628704
3.69,0.004,0.00390910472308404,0.0,0.032037064839632236
3.7,0.004,0.0039089614000168095,0.0,0.03206095751707469
3.71,0.004,0.00390886785806821,0.0,0.03208490079261418
3.72,0.004,0.003908823540504415,0.0,0.03210888125020611
3.73,0.004,0.003908827825861315,0.0,0.032132885734912665
3.74,0.004,0.003908880041903902,0.0,0.03215690132790793
3.75,0.004,0.003908979569460859,0.0,0.03218091513095406
3.7600000000000002,0.004,0.00390912575635497,0.0,0.03220491445419006
3.77,0.004,0.003909317902579413,0.0,0.03222888685374549
3.7800000000000002,0.004,0.003909555319611487,0.0,0.03225282000976425
3.79,0.004,0.003909837306454056,0.0,0.032276701777849186
3.8000000000000003,0.004,0.00391016314255691,0.0,0.03230052021531608
3.81,0.004,0.0039105321044309235,0.0,0.03232426354904362
3.8200000000000003,0.004,0.003910943453794676,0.0,0.03234792020134172
3.83,0.004,0.003911396412082609,0.0,0.032371478847970495
3.84,0.004,0.003911890225685329,0.0,0.032394928289161455
3.85,0.004,0.003912424140864191,0.0,0.03241825750385939
3.86,0.004,0.003912997329111715,0.0,0.03244145580805239
3.87,0.004,0.003913608999376552,0.0,0.032464512627179136
3.88,0.004,0.003914258389860649,0.0,0.032487417515754284
3.89,0.004,0.003914944629467996,0.0,0.03251016044823491
3.9,0.004,0.003915666875431987,0.0,0.032532731537706784
3.91,0.004,0.0039164243654262005,0.0,0.03255512093036094
3.92,0.004,0.003917216227643742,0.0,0.03257731920304862
3.93,0.004,0.003918041557971133,0.0,0.032599317206299216
3.94,0.004,0.003918899556791251,0.0,0.032621105783256873
3.95,0.004,0.003919789370936881,0.0,0.0326426761004432
3.96,0.004,0.003920710067599435,0.0,0.03266401970495687
3.97,0.004,0.003921660806141863,0.0,0.03268512817035
3.98,0.004,0.003922640731599811,0.0,0.032705993319953934
3.99,0.004,0.003923648899364252,0.0,0.03272660738595415
4.0,0.004,0.003924684439763848,0.0,0.03274696266998116
4.01,0.004,0.003925746499323028,0.0,0.03276705166680193
4.0200000000000005,0.004,0.003926834121242227,0.0,0.03278686731496075
4.03,0.004,0.003927946408985249,0.0,0.03280640265894088
4.04,0.004,0.003929082515741715,0.0,0.032825650872384045
4.05,0.004,0.003930241486732515,0.0,0.0328446055877791
4.0600000000000005,0.004,0.003931422397405956,0.0,0.03286326061076934
4.07,0.004,0.003932624396975861,0.0,0.0328816098308813
4.08,0.004,0.003933846557604866,0.0,0.03289964753637192
4.09,0.004,0.003935087931343122,0.0,0.03291736829700788
4.1,0.004,0.0039363476501793684,0.0,0.03293476675711304
4.11,0.004,0.003937624827596096,0.0,0.032951837840982844
4.12,0.004,0.0039389185054043655,0.0,0.03296857686426262
4.13,0.004,0.003940227793396809,0.0,0.03298497924421166
4.14,0.004,0.0039415518410856895,0.0,0.033001040558811374
4.15,0.004,0.0039428897055653655,0.0,0.033016756822064106
4.16,0.004,0.0039442404774001245,0.0,0.03303212422227435
4.17,0.004,0.0039456033134401556,0.0,0.03304713905390454
4.18,0.004,0.003946977326447215,0.0,0.03306179794715652
4.19,0.004,0.003948361592803209,0.0,0.033076097851767884
4.2,0.004,0.00394975525464391,0.0,0.03309003582403605
4.21,0.004,0.003951157489052625,0.0,0.03310360909067841
4.22,0.004,0.0039525673898006715,0.0,0.0331168152943767
4.23,0.004,0.003953984083090991,0.0,0.03312965225198296
4.24,0.004,0.003955406759173686,0.0,0.03314211788792233
4.25,0.004,0.003956834592759069,0.0,0.03315421039906818
4.26,0.004,0.0039582667021867525,0.0,0.033165928338848155
4.2700000000000005,0.004,0.003959702264575568,0.0,0.03317727037558167
4.28,0.004,0.003961140512774166,0.0,0.03318823529808336
4.29,0.004,0.003962580624265849,0.0,0.03319882224554615
4.3,0.004,0.003964021762848816,0.0,0.03320903061933302
4.3100000000000005,0.004,0.003965463157289792,0.0,0.033218859916534164
4.32,0.004,0.003966904079289721,0.0,0.033228309775058446
4.33,0.004,0.00396834372380572,0.0,0.03323738022096876
4.34,0.004,0.0039697813073600345,0.0,0.03324607146144997
4.3500000000000005,0.004,0.003971216114264049,0.0,0.033254383785640905
4.36,0.004,0.00397264745253744,0.0,0.03326231765533683
4.37,0.004,0.003974074547604324,0.0,0.033269873924322055
4.38,0.004,0.00397549667424512,0.0,0.033277053560013446
4.39,0.004,0.003976913178211657,0.0,0.03328385759580896
4.4,0.004,0.003978323395880015,0.0,0.03329028729673327
4.41,0.004,0.003979726598113401,0.0,0.03329634427436821
4.42,0.004,0.003981122124655109,0.0,0.03330203020189098
4.43,0.004,0.003982509384749863,0.0,0.033307346810860394
4.44,0.004,0.003983887733899263,0.0,0.03331229614575846
4.45,0.004,0.0039852565052515155,0.0,0.033316880495858375
4.46,0.004,0.0039866151114207205,0.0,0.03332110217757157
4.47,0.004,0.003987963015556606,0.0,0.03332496359327996
4.48,0.004,0.003989299593461769,0.0,0.03332846751621161
4.49,0.004,0.003990624255786305,0.0,0.03333161683132881
4.5,0.004,0.003991936494707752,0.0,0.03333441443358167
4.51,0.004,0.0039932358004945686,0.0,0.03333686339998973
4.5200000000000005,0.004,0.003994521593930581,0.0,0.03333896712809847
4.53,0.004,0.003995793370354638,0.0,0.03334072902915298
4.54,0.004,0.003997050696616679,0.0,0.03334215253196451
4.55,0.004,0.003998293070056055,0.0,0.033343241374663525
4.5600000000000005,0.004,0.00399951998703182,0.0,0.03334399945774544
4.57,0.004,0.0040007310323202675,0.0,0.033344430651587605
4.58,0.004,0.00400192581593224,0.0,0.0333445389264847
4.59,0.004,0.004003103858489736,0.0,0.03334432858918088
4.6000000000000005,0.004,0.004004264750323238,0.0,0.033343803944470105
4.61,0.004,0.0040054081620794655,0.0,0.0333429692696261
4.62,0.004,0.004006533700891891,0.0,0.03334182911232419
4.63,0.004,0.004007640963104725,0.0,0.03334038817654249
4.64,0.004,0.004008729636951107,0.0,0.033338651101839666
4.65,0.004,0.0040097994331341,0.0,0.03333662260632072
4.66,0.004,0.004010849975872985,0.0,0.03333430771147789
4.67,0.004,0.004011880962716847,0.0,0.0333317114017333
4.68,0.004,0.004012892167210436,0.0,0.033328838615576395
4.69,0.004,0.004013883288415492,0.0,0.033325694557547005
4.7,0.004,0.0040148540321790355,0.0,0.03332228452386449
4.71,0.004,0.004015804196643281,0.0,0.033318613717887836
4.72,0.004,0.0040167335787364864,0.0,0.033314687443417805
4.73,0.004,0.004017641904763893,0.0,0.03331051124696113
4.74,0.004,0.004018528982930867,0.0,0.03330609059195335
4.75,0.004,0.00401939468516319,0.0,0.03330143089414044
4.76,0.004,0.004020238793809882,0.0,0.03329653783951698
4.7700000000000005,0.004,0.00402106112505295,0.0,0.03329141712109782
4.78,0.004,0.004021861584013999,0.0,0.033286074318802386
4.79,0.004,0.004022640042684467,0.0,0.03328051515254157
4.8,0.004,0.004023396330107891,0.0,0.03327474549951713
4.8100000000000005,0.004,0.004024130362398189,0.0,0.03326877111569683
4.82,0.004,0.004024842096394987,0.0,0.033262597730619216
4.83,0.004,0.0040255313970762605,0.0,0.033256231322129716
