time_s,reference_m,position_m,base_position_m,voltage_v
4.84,0.004,0.004026198187603725,0.0,0.033249677796781826
4.8500000000000005,0.004,0.0040268424695433114,0.0,0.03324294294380215
4.86,0.004,0.004027464183947392,0.0,0.033236032723492875
4.87,0.004,0.004028063259911531,0.0,0.03322895316192549
4.88,0.004,0.00402863971260543,0.0,0.03322171014006775
4.89,0.004,0.0040291935719165735,0.0,0.033214309541135766
4.9,0.004,0.004029724787475798,0.0,0.03320675744687691
4.91,0.004,0.004030233377660649,0.0,0.03319905981982236
4.92,0.004,0.00403071942817859,0.0,0.03319122250347476
4.93,0.004,0.004031182950438807,0.0,0.033183251516447035
4.94,0.004,0.004031623963215025,0.0,0.03317515287769659
4.95,0.004,0.004032042566704557,0.0,0.03316693244657366
4.96,0.004,0.0040324388607904426,0.0,0.03315859609203621
4.97,0.004,0.004032812875349727,0.0,0.03315014983623848
4.98,0.004,0.004033164708847435,0.0,0.03314159955877993
4.99,0.004,0.004033494520500712,0.0,0.033132951010835715
5.0,0.004,0.004033802394289147,0.0,0.033124210097626
5.01,0.004,0.004034088423847216,0.0,0.03311538269719736
5.0200000000000005,0.004,0.004034352778434917,0.0,0.03310647451782623
5.03,0.004,0.004034595630432694,0.0,0.03309749124812091
5.04,0.004,0.004034817079859207,0.0,0.033088438712982254
5.05,0.004,0.004035017288578872,0.0,0.03307932258764296
5.0600000000000005,0.004,0.004035196479712342,0.0,0.03307014839671121
5.07,0.004,0.004035354812679002,0.0,0.03306092177374331
5.08,0.004,0.004035492438733179,0.0,0.033051648342284315
5.09,0.004,0.0040356095791218,0.0,0.03304233354780889
5.1000000000000005,0.004,0.004035706480157899,0.0,0.033032982750447505
5.11,0.004,0.004035783304152462,0.0,0.03302360145130267
5.12,0.004,0.004035840258890006,0.0,0.033014195017656095
5.13,0.004,0.00403587761636723,0.0,0.033004768641082566
5.14,0.004,0.004035895616959784,0.0,0.03299532753639208
5.15,0.004,0.0040358944549841735,0.0,0.03298587697008774
5.16,0.004,0.0040358743872214685,0.0,0.03297642202897534
5.17,0.004,0.004035835719577526,0.0,0.03296696764681143
5.18,0.004,0.004035778684181404,0.0,0.03295751885968365
5.19,0.004,0.00403570351717576,0.0,0.032948080640972814
5.2,0.004,0.004035610518081021,0.0,0.03293865777378446
5.21,0.004,0.004035500006660817,0.0,0.0329292549402138
5.22,0.004,0.0040353722185292205,0.0,0.032919876938114274
5.23,0.004,0.004035227430320988,0.0,0.032910528416446934
5.24,0.004,0.004035065978381637,0.0,0.03290121383408327
5.25,0.004,0.00403488817752684,0.0,0.032891937628504175
5.26,0.004,0.004034694282834675,0.0,0.0328827042944543
5.2700000000000005,0.004,0.004034484605278875,0.0,0.032873518139018454
5.28,0.004,0.0040342595083939226,0.0,0.03286438328751905
5.29,0.004,0.004034019295833738,0.0,0.03285530391727781
5.3,0.004,0.004033764248407564,0.0,0.03284628417888755
5.3100000000000005,0.004,0.004033494706905837,0.0,0.03283732802042349
5.32,0.004,0.0040332110497636655,0.0,0.03282843923348374
5.33,0.004,0.004032913570670425,0.0,0.03281962170774269
5.34,0.004,0.004032602577317602,0.0,0.03281087922313382
5.3500000000000005,0.004,0.004032278436736979,0.0,0.03280221535323088
5.36,0.004,0.004031941527076388,0.0,0.03279363356541198
5.37,0.004,0.004031592139166173,0.0,0.032785137425522574
5.38,0.004,0.004031230605674921,0.0,0.03277673032650218
5.39,0.004,0.0040308573158412235,0.0,0.03276841545650665
5.4,0.004,0.0040304726312392,0.0,0.032760195974154284
5.41,0.004,0.004030076851179325,0.0,0.03275207508011585
5.42,0.004,0.004029670329043846,0.0,0.03274405577265307
5.43,0.004,0.004029253468056346,0.0,0.03273614085592523
5.44,0.004,0.00402882660648056,0.0,0.032728333179018375
5.45,0.004,0.004028390057291797,0.0,0.032720635552562195
5.46,0.004,0.004027944191542334,0.0,0.032713050573582515
5.47,0.004,0.004027489414593498,0.0,0.032705580674837524
5.48,0.004,0.004027026041830623,0.0,0.03269822838370365
5.49,0.004,0.0040265544016809185,0.0,0.03269099610670646
5.5,0.004,0.0040260748804227375,0.0,0.03268388603537779
5.51,0.004,0.004025587869208362,0.0,0.03267690025660213
5.5200000000000005,0.004,0.004025093668613963,0.0,0.032670040951478345
5.53,0.004,0.004024592621598653,0.0,0.03266331011760951
5.54,0.004,0.004024085126039756,0.0,0.032656709542708766
5.55,0.004,0.004023571540841307,0.0,0.032650241000317645
5.5600000000000005,0.004,0.004023052165666258,0.0,0.03264390629201942
5.57,0.004,0.0040225273548216535,0.0,0.03263770700985652
5.58,0.004,0.004021997507762518,0.0,0.03263164455610538
5.59,0.004,0.004021462945327667,0.0,0.032625720401362204
5.6000000000000005,0.004,0.004020923973611436,0.0,0.032619935951525444
5.61,0.004,0.004020380956113656,0.0,0.03261429239758593
5.62,0.004,0.004019834277921222,0.0,0.032608790790377686
5.63,0.004,0.004019284227348403,0.0,0.032603432287494565
5.64,0.004,0.00401873111925816,0.0,0.032598217896692774
5.65,0.004,0.004018175323956625,0.0,0.032593148416023954
5.66,0.004,0.0040176171913441135,0.0,0.03258822459214748
5.67,0.004,0.0040170569935418935,0.0,0.03258344724021616
5.68,0.004,0.004016495051533819,0.0,0.032578816980831204
5.69,0.004,0.0040159317351161775,0.0,0.03257433424047437
5.7,0.004,0.0040153673477303356,0.0,0.03256999949189011
5.71,0.004,0.004014802157996124,0.0,0.03256581318895378
5.72,0.004,0.004014236490465581,0.0,0.03256177557870895
5.73,0.004,0.004013670700450162,0.0,0.032557886754107236
5.74,0.004,0.00401310504712696,0.0,0.03255414691892483
5.75,0.004,0.004012539801411065,0.0,0.032550556164053196
5.76,0.004,0.004011975289861481,0.0,0.032547114377108534
5.7700000000000005,0.004,0.004011411832575163,0.0,0.032543821372222934
5.78,0.004,0.00401084965965755,0.0,0.032540677064656943
5.79,0.004,0.004010289044450441,0.0,0.03253768119488817
5.8,0.004,0.004009730310447978,0.0,0.032534833314975926
5.8100000000000005,0.004,0.004009173725780945,0.0,0.03253213300895848
5.82,0.004,0.004008619509906553,0.0,0.032529579879753634
5.83,0.004,0.004008067935431916,0.0,0.03252717333903421
5.84,0.004,0.004007519310355859,0.0,0.032524912644709955
5.8500000000000005,0.004,0.004006973851847326,0.0,0.03252279716456153
5.86,0.004,0.004006431776029621,0.0,0.03252082619064778
5.87,0.004,0.004005893353124069,0.0,0.03251899882623442
5.88,0.004,0.0040053588584276975,0.0,0.0325173140883874
5.89,0.004,0.004004828470697604,0.0,0.03251577112039394
5.9,0.004,0.00400430240412382,0.0,0.03251436891901954
5.91,0.004,0.004003780924055218,0.0,0.03251310630301981
5.92,0.004,0.004003264254875561,0.0,0.03251198210568694
5.93,0.004,0.004002752556240333,0.0,0.032510995225246815
5.94,0.004,0.004002246038207868,0.0,0.032510144387722144
5.95,0.004,0.0040017449523338106,0.0,0.032509428166206465
5.96,0.004,0.00400124946836439,0.0,0.032508845238460815
5.97,0.004,0.004000759737605974,0.0,0.03250839425644844
5.98,0.004,0.004000275965182216,0.0,0.032508073698305454
5.99,0.004,0.003999798364782615,0.0,0.032507881962929676
6.0,0.004,0.003999327073910481,0.0,0.03250781754798442
6.01,0.004,0.004007358361990428,0.00011299020829189667,0.03248916665097416
6.0200000000000005,0.004,0.004032464877855346,0.0002253383836811407,0.03243236715416347
6.03,0.004,0.004074512364067824,0.0003364061414240745,0.032336686928865085
6.04,0.004,0.004133039386887202,0.0004455623723655527,0.0322020477206682
6.05,0.004,0.004207260725727937,0.0005521868290270151,0.03202896568554632
6.0600000000000005,0.004,0.004295781761289352,0.0006556736499764044,0.031819150564483555
6.07,0.004,0.004393991038125318,0.000755434802453644,0.03158126804034519
6.08,0.004,0.004494586897067012,0.0008509034236901355,0.03133001198835893
6.09,0.004,0.0045936424341599825,0.0009415370419360496,0.031072831959492408
6.1000000000000005,0.004,0.004689316985062725,0.0010268206588930375,0.030812609627437308
6.11,0.004,0.004780429021099659,0.0011062696760372633,0.03055077519672915
6.12,0.004,0.004866057749717036,0.001179432648204929,0.03028822630814554
6.13,0.004,0.004945417556729936,0.0012458938487937183,0.030025655133561185
6.140000000000001,0.004,0.005017812916215865,0.0013052756320042916,0.029763692761149315
6.15,0.004,0.005082623435281127,0.001357240578699031,0.0295029782061466
6.16,0.004,0.005139302339241307,0.0014014934136849188,0.029244188581081243
6.17,0.004,0.0051873815683557796,0.0014377826835260635,0.02898804607488419
6.18,0.004,0.0052264797807729,0.0014659021853522896,0.02873531074258124
6.19,0.004,0.005256310068561945,0.0014856921385449774,0.028486767145603772
6.2,0.004,0.005276684038486688,0.0014970400926424075,0.02824321322430096
6.21,0.004,0.005287509474306943,0.001499881566305724,0.028005458575148037
6.22,0.004,0.005288780944345046,0.0014942004137147588,0.027774334603595352
6.23,0.004,0.005280565780011459,0.0014800289163118014,0.027550712219316494
6.24,0.004,0.005262989691720924,0.0014574475993720103,0.027335518461125054
6.25,0.004,0.005236225487718463,0.0014265847744427305,0.027129744926742857
6.26,0.004,0.005200486195704282,0.001387615810251688,0.026934445459247735
6.2700000000000005,0.004,0.005156021942792325,0.0013407621362268934,0.02675072478596122
6.28,0.004,0.005103118709917945,0.001286289984290477,0.02657972250209989
6.29,0.004,0.005042097953568069,0.0012245088760757757,0.026422594917084163
6.3,0.004,0.0049733157754279275,0.0011557698641636851,0.026280497924910613
6.3100000000000005,0.004,0.004897161991381556,0.0010804635373318563,0.02615457040907037
6.32,0.004,0.004814058511022463,0.000999017801151375,0.026045919655081996
6.33,0.004,0.004724457185463289,0.0009118954465419074,0.025955608559105916
6.34,0.004,0.004628837623785181,0.0008195915201014049,0.025884643684778882
6.3500000000000005,0.004,0.004527704261957109,0.0007226305111525676,0.025833965745002192
6.36,0.004,0.004421583875089145,0.0006215633714899228,0.025804440029908834
6.37,0.004,0.004311022430302403,0.0005169643847617744,0.025796849135214642
6.38,0.004,0.004196582426715037,0.0004094279032759895,0.02581188556382266
6.390000000000001,0.004,0.004078840360546952,0.0002995649707716047,0.025850144961589324
6.4,0.004,0.003958384496406716,0.00018799985034645287,0.025912119564862463
6.41,0.004,0.0038358133016815135,7.536647726965316e-05,0.025998191060221183
6.42,0.004,0.003711734675609391,-3.769514316500502e-05,0.026108622518991317
6.43,0.004,0.003586766041740486,-0.0001505425722768188,0.026243549175710486
6.44,0.004,0.0034615353643445315,-0.0002625345884629181,0.02640296784006321
6.45,0.004,0.0033366833746888746,-0.00037303483074728385,0.0265867244053648
6.46,0.004,0.0032128651936657576,-0.00048141541471081355,0.026794502657052684
6.47,0.004,0.0030907534916317153,-0.0005870605002558008,0.027025811173044034
6.48,0.004,0.002971039397980989,-0.0006893697909322358,0.027279973939887785
6.49,0.004,0.0028544337132516925,-0.0007877619449419454,0.027556122750720027
6.5,0.004,0.0027416652519049317,-0.0008816778784387096,0.02785319374062507
6.51,0.004,0.0026334783748461995,-0.0009705839423541646,0.028169928681165073
6.5200000000000005,0.004,0.002530627249498634,-0.0010539749546982773,0.028504881351275203
6.53,0.004,0.0024338689962491366,-0.0011313770711041575,0.02885642939081565
6.54,0.004,0.002343952801786943,-0.0012023504773063147,0.029222793075320115
6.55,0.004,0.0022616076136122293,-0.0012664918882530215,0.029602060398772573
6.5600000000000005,0.004,0.0021875242765355242,-0.0013234368396524325,0.02999222365931535
6.57,0.004,0.0021223328957882823,-0.0013728617589313773,0.03039122886588553
6.58,0.004,0.0020665735078240857,-0.001414485803839297,0.030797041600840576
6.59,0.004,0.002020661095293107,-0.0014480724582499101,0.03120772773089052
6.6000000000000005,0.004,0.0019848537670903396,-0.001473430876093034,0.031621530249733
6.61,0.004,0.001959241941513184,-0.001490416965780013,0.03203690294877538
6.62,0.004,0.0019437740559136907,-0.001498934208960884,0.03245246562981928
6.63,0.004,0.0019383115365646548,-0.001498934208960884,0.03286689504945361
6.640000000000001,0.004,0.0019426823669438785,-0.001490416965780012,0.03327881787215637
6.65,0.004,0.0019567095352266816,-0.0014734308760930325,0.033686758202326715
6.66,0.004,0.00198021484911916,-0.0014480724582499104,0.0340891398238914
6.67,0.004,0.0020130112984873883,-0.001414485803839297,0.03448431476220515
6.68,0.004,0.0020548941840580104,-0.0013728617589313776,0.03487059569226405
6.69,0.004,0.0021056355191423023,-0.0013234368396524278,0.035246281771881924
6.7,0.004,0.002164982041095302,-0.0012664918882530217,0.035609676673997136
6.71,0.004,0.0022326562168717896,-0.001202350477306315,0.03595909978987682
6.72,0.004,0.0023083595751193556,-0.0011313770711041578,0.03629289181196942
6.73,0.004,0.002391777952231996,-0.0010539749546982706,0.03660941542452684
6.74,0.004,0.0024825883718043577,-0.0009705839423541643,0.036907051568302957
6.75,0.004,0.0025804672440485877,-0.0008816778784387101,0.03718419183273912
6.76,0.004,0.002685099325992335,-0.0007877619449419464,0.0374392282817923
6.7700000000000005,0.004,0.0027961853055737595,-0.000689369790932228,0.03767054403340944
6.78,0.004,0.0029134462252599085,-0.0005870605002558013,0.03787651222975893
6.79,0.004,0.0030366201647622237,-0.00048141541471081475,0.03805550789691772
6.8,0.004,0.0031654482684387824,-0.00037303483074728434,0.03820594492605924
6.8100000000000005,0.004,0.003299651693655515,-0.00026253458846290875,0.03832633171535384
6.82,0.004,0.0034389032712083835,-0.00015054257227682,0.03841534047265628
6.83,0.004,0.0035828007208293104,-3.769514316500558e-05,0.038471872233782185
6.84,0.004,0.003730848471256842,7.536647726965194e-05,0.03849510568864003
6.8500000000000005,0.004,0.0038824469939363125,0.00018799985034646157,0.03848452904100639
6.86,0.004,0.004036891777914113,0.00029956497077161397,0.03843995227216496
6.87,0.004,0.004193376053220401,0.0004094279032759883,0.03836151125746751
6.88,0.004,0.0043510004409154715,0.0005169643847617744,0.038249657828614426
6.890000000000001,0.004,0.004508779503027208,0.000621563371489932,0.03810515664768291
6.9,0.004,0.004665658977118741,0.0007226305111525758,0.03792906023914712
6.91,0.004,0.004820524375970923,0.000819591520101405,0.03772270186111865
6.92,0.004,0.004972217910084881,0.0009118954465419069,0.03748767266167682
6.93,0.004,0.005119552336768067,0.000999017801151375,0.03722580310951632
6.94,0.004,0.005261326422433084,0.0010804635373318635,0.036939143037205927
6.95,0.004,0.005396340829817514,0.0011557698641636847,0.03662993834967161
6.96,0.004,0.005523412617816327,0.0012245088760757757,0.03630061165289819
6.97,0.004,0.005641391036586396,0.0012862899842904767,0.03595373762720076
6.98,0.004,0.005749171737615177,0.0013407621362268977,0.03559202155185012
6.99,0.004,0.005845710634309059,0.001387615810251688,0.035218276291081416
7.0,0.004,0.005930037559972194,0.0014265847744427303,0.03483539820311032
7.01,0.004,0.006001268514005613,0.00145744759937201,0.03444634412741475
7.0200000000000005,0.004,0.006058619915722796,0.0014800289163118027,0.034054101213372066
7.03,0.004,0.006101429168106988,0.0014942004137147588,0.03366164090854813
7.04,0.004,0.00612920591659279,0.001499881566305724,0.033271801466337333
7.05,0.004,0.0061417990960475465,0.0014970400926424075,0.03288691019842259
7.0600000000000005,0.004,0.006139810285422517,0.001485692138544976,0.03250784853564026
7.07,0.004,0.00612484445384862,0.0014659021853522893,0.03213344448199104
7.08,0.004,0.0060987159867411855,0.0014377826835260642,0.03176215596617888
7.09,0.004,0.006062640440581769,0.001401493413684919,0.03139383417084279
7.1000000000000005,0.004,0.006017296860694126,0.0013572405786990266,0.031029597421153795
7.11,0.004,0.005963105992595022,0.0013052756320042875,0.030671214420546055
7.12,0.004,0.00590039421324424,0.0012458938487937188,0.030320723422760952
7.13,0.004,0.0058294633756820445,0.0011794326482049292,0.02998025330945575
7.140000000000001,0.004,0.005750615750451431,0.0011062696760372576,0.02965194420102085
7.15,0.004,0.005664159153512587,0.0010268206588930308,0.029337914622999804
7.16,0.004,0.005570403423934763,0.0009415370419360496,0.029040251192243117
7.17,0.004,0.005469653048963548,0.0008509034236901349,0.028761010194713
7.18,0.004,0.005362198825052219,0.0007554348024536452,0.02850222454346386
7.19,0.004,0.00524831147287798,0.0006556736499763955,0.02826590942447975
7.2,0.004,0.005128240600986159,0.0005521868290270144,0.028054056972510365
7.21,0.004,0.005002224243822363,0.00044556237236555396,0.027868612427130648
7.22,0.004,0.0048705079157261915,0.0003364061414240751,0.027711427375474145
7.23,0.004,0.00473337283235247,0.0002253383836811301,0.027584194038429558
7.24,0.004,0.004591164503907592,0.00011299020829189794,0.027488378738687747
7.25,0.004,0.004444315675201778,5.510910596163089e-19,0.027425165436894612
7.26,0.004,0.004293361271166863,-0.00011299020829189683,0.027395417705961614
7.2700000000000005,0.004,0.004138942886905554,-0.00022533838368113954,0.027399661154398076
7.28,0.004,0.003981808920120252,-0.00033640614142407403,0.02743807600267779
7.29,0.004,0.0038228068532038437,-0.000445562372365553,0.027510505154174743
7.3,0.004,0.003662877246775738,-0.0005521868290270135,0.02761645809584597
7.3100000000000005,0.004,0.0035030388904652965,-0.000655673649976404,0.027755133246769655
7.32,0.004,0.0033443801212671414,-0.0007554348024536443,0.027925426255093606
7.33,0.004,0.003188042220726255,-0.0008509034236901339,0.02812595412556237
7.34,0.004,0.003035206503964107,-0.0009415370419360487,0.028355072554484845
7.3500000000000005,0.004,0.0028870785333259858,-0.0010268206588930377,0.028610897315444816
7.36,0.004,0.0027448730379515188,-0.0011062696760372622,0.028891326199435304
7.37,0.004,0.0026097979764719372,-0.0011794326482049285,0.029194061672165712
7.38,0.004,0.0024830396674340315,-0.0012458938487937181,0.02951663321254786
7.390000000000001,0.004,0.00236574723739349,-0.001305275632004291,0.02985642119626995
7.4,0.004,0.002259018851401515,-0.0013572405786990308,0.0302106789451825
7.41,0.004,0.002163887140727126,-0.0014014934136849185,0.03057655786225583
7.42,0.004,0.0020813070325883,-0.0014377826835260637,0.030951129045474583
7.43,0.004,0.002012142608792421,-0.0014659021853522893,0.03133140961802333
7.44,0.004,0.001957154017316685,-0.0014856921385449774,0.03171439065860082
7.45,0.004,0.0019169774778418928,-0.0014970400926424075,0.032097083336338754
7.46,0.004,0.001892071357073063,-0.001499881566305724,0.032476643090061
7.47,0.004,0.0018825385866835865,-0.001494200413714759,0.032850771529144916
7.48,0.004,0.0018876804418957545,-0.0014800289163118012,0.03321872593165989
7.49,0.004,0.0019057628804954997,-0.0014574475993720107,0.033581893230650535
7.5,0.004,0.0019349096206092169,-0.0014265847744427307,0.03394189022195222
7.51,0.004,0.0019739013857450172,-0.0013876158102516878,0.034298816768776816
7.5200000000000005,0.004,0.0020220612722660586,-0.001340762136226894,0.03465149594542569
7.53,0.004,0.0020789642229132985,-0.0012862899842904774,0.03499811911913622
7.54,0.004,0.002144275500829327,-0.0012245088760757755,0.03533662267021065
7.55,0.004,0.002217683145138454,-0.0011557698641636864,0.03566486253933685
7.5600000000000005,0.004,0.0022988746224459557,-0.001080463537331857,0.035980690403162235
7.57,0.004,0.0023875322275923924,-0.000999017801151375,0.03628198541708441
7.58,0.004,0.002483336718056625,-0.0009118954465419089,0.036566664195389315
7.59,0.004,0.0025859745684321525,-0.0008195915201014059,0.03683267935184008
7.6000000000000005,0.004,0.0026951459671561203,-0.0007226305111525675,0.03707801301296904
7.61,0.004,0.002810570439251006,-0.0006215633714899245,0.037300673035075775
7.62,0.004,0.0029319864589386815,-0.0005169643847617755,0.037498700057538824
7.63,0.004,0.003059142075921583,-0.00040942790327598935,0.037670192210210646
7.640000000000001,0.004,0.0031917743474187453,-0.00029956497077160594,0.03781335469785891
7.65,0.004,0.003329582625013212,-0.00018799985034645338,0.03792656118957161
7.66,0.004,0.0034722010091543356,-7.536647726965305e-05,0.03800841957063153
7.67,0.004,0.0036191761117493546,3.76951431650058e-05,0.0380578249196421
7.68,0.004,0.0037699548192579517,0.00015054257227681758,0.03807399316699877
7.69,0.004,0.003923878521940329,0.0002625345884629182,0.0380564798476703
7.7,0.004,0.004080186225451241,0.00037303483074728456,0.038005181241669836
7.71,0.004,0.004238018648254278,0.0004814154147108124,0.037920333521279936
7.72,0.004,0.00439643040839207,0.0005870605002558004,0.03780249507549061
7.73,0.004,0.004554396510449391,0.0006893697909322366,0.03765254240033372
7.74,0.004,0.004710829973547551,0.0007877619449419445,0.037471642611415924
7.75,0.004,0.004864593056205671,0.000881677878438709,0.03726123824531747
7.76,0.004,0.005014510797623012,0.0009705839423541646,0.03702303186790996
7.7700000000000005,0.004,0.005159388529954678,0.0010539749546982764,0.03675895737343413
7.78,0.004,0.005298024826996741,0.001131377071104157,0.03647116416853468
7.79,0.004,0.005429229156702527,0.0012023504773063152,0.036161988905396195
7.8,0.004,0.005551835020809927,0.0012664918882530204,0.035833937563645724
7.8100000000000005,0.004,0.005664716377686224,0.0013234368396524323,0.03548965809049634
7.82,0.004,0.005766800880495482,0.0013728617589313776,0.03513191960600211
7.83,0.004,0.005857083900518751,0.0014144858038392964,0.03476358748264862
7.84,0.004,0.005934641432941527,0.0014480724582499101,0.0343875994278856
7.8500000000000005,0.004,0.005998642475015552,0.0014734308760930342,0.0340069405613077
7.86,0.004,0.006048364306943426,0.0014904169657800129,0.03362460934339648
7.87,0.004,0.006083219715402148,0.001498934208960884,0.033243555216015214
7.88,0.004,0.0061028364811960105,0.001498934208960884,0.03286649656022559
7.890000000000001,0.004,0.006107312971059496,0.0014904169657800122,0.032495343614307795
7.9,0.004,0.0060976901616341984,0.0014734308760930325,0.032130123245505765
7.91,0.004,0.006075839639015002,0.0014480724582499106,0.03176915856273422
7.92,0.004,0.006043420738736359,0.001414485803839297,0.03141131373434511
7.930000000000001,0.004,0.006001427807998769,0.001372861758931374,0.03105699241811742
7.94,0.004,0.0059504271757236105,0.0013234368396524282,0.030707623796386856
7.95,0.004,0.005890803486026048,0.0012664918882530215,0.030365108438041785
7.96,0.004,0.0058228816064227985,0.001202350477306316,0.030031526596475712
7.97,0.004,0.005746974956476596,0.0011313770711041582,0.0297090062093354
7.98,0.004,0.005663401037961879,0.0010539749546982701,0.02939966503289839
7.99,0.004,0.005572482696608746,0.0009705839423541659,0.02910558751820332
8.0,0.004,0.005474543050866369,0.0008816778784387104,0.028828819181360626
8.01,0.004,0.0053698978732177076,0.0007877619449419458,0.028571369975357405
8.02,0.004,0.005258847793950791,0.000689369790932238,0.02833522081506627
8.03,0.004,0.005141673963063539,0.0005870605002558116,0.02812232607385859
8.040000000000001,0.004,0.005018639947415854,0.0004814154147108064,0.027934602308380758
8.05,0.004,0.004890004142835983,0.00037303483074727583,0.02777389866306777
8.06,0.004,0.004756041176623911,0.0002625345884629093,0.027641944213943656
8.07,0.004,0.004617070027585852,0.00015054257227681923,0.027540284044388248
8.08,0.004,0.0044734797096601,3.7695143165007455e-05,0.027470217300313977
8.09,0.004,0.004325749775829063,-7.53664772696514e-05,0.027432747261871386
8.1,0.004,0.00417446068629265,-0.00018799985034645178,0.027428552360453853
8.11,0.004,0.004020297092785513,-0.0002995649707716043,0.02745797178741467
8.120000000000001,0.004,0.0038640448877302037,-0.00040942790327599797,0.027521004605619973
8.13,0.004,0.003706584535864046,-0.0005169643847617839,0.02761731530154558
8.14,0.004,0.0035488802463515454,-0.0006215633714899327,0.02774624897179271
8.15,0.004,0.003391971196086973,-0.0007226305111525778,0.027906839497208766
8.16,0.004,0.0032369545302443114,-0.0008195915201014023,0.028097837024046522
8.17,0.004,0.0030849756105478976,-0.0009118954465419056,0.02831771732781503
8.18,0.004,0.002937210041642794,-0.0009990178011513736,0.02856470980192024
8.19,0.004,0.002794851173997011,-0.0010804635373318557,0.028836813454389605
8.2,0.004,0.002659092403321705,-0.0011557698641636786,0.029131824075819195
8.21,0.004,0.0025311139638726867,-0.0012245088760757825,0.02944735264771134
8.22,0.004,0.002412066101464076,-0.0012862899842904804,0.029780852153507308
8.23,0.004,0.002303055922217868,-0.0013407621362268969,0.03012963770711889
8.24,0.004,0.002205132086537868,-0.0013876158102516874,0.030490912992535896
8.25,0.004,0.002119272499996183,-0.00142658477444273,0.030861791395579208
8.26,0.004,0.002046370902960138,-0.0014574475993720103,0.031239322142856664
8.27,0.004,0.0019872240198180497,-0.0014800289163118014,0.03162051682781353
8.28,0.004,0.001942514530995189,-0.0014942004137147582,0.0320023877860559
8.290000000000001,0.004,0.001912772964332956,-0.0014998815663057243,0.03238203609130239
8.3,0.004,0.0018982591235372076,-0.001497040092642407,0.03275692073280402
8.31,0.004,0.0018986198007753946,-0.001485692138544976,0.033125631886853385
8.32,0.004,0.0019124818297366361,-0.0014659021853522896,0.03348883318532874
8.33,0.004,0.0019379462261024565,-0.0014377826835260635,0.03384824286897026
8.34,0.004,0.0019735830835995913,-0.0014014934136849183,0.03420447610564724
8.35,0.004,0.0020185745987858546,-0.0013572405786990325,0.03455672069631788
8.36,0.004,0.0020724338344641187,-0.0013052756320042931,0.034903354773812297
8.370000000000001,0.004,0.002134803382576541,-0.0012458938487937131,0.0352424068295794
8.38,0.004,0.002205364151058999,-0.001179432648204923,0.035571781177638206
8.39,0.004,0.00228380079123117,-0.0011062696760372561,0.035889359221399846
8.4,0.004,0.0023697921819996423,-0.001026820658893029,0.036193042993945095
8.41,0.004,0.002463012767846139,-0.0009415370419360521,0.036480771369001457
8.42,0.004,0.0025631387340212817,-0.0008509034236901376,0.03675052216317625
8.43,0.004,0.002669855875534163,-0.0007554348024536457,0.037000307136558205
8.44,0.004,0.002782866796391925,-0.0006556736499764054,0.03722816606080285
8.45,0.004,0.0029018936737069127,-0.0005521868290270248,0.037432166957912134
8.46,0.004,0.0030266740038109663,-0.0004455623723655418,0.0376104218373866
8.47,0.004,0.0031569447452549125,-0.00033640614142406785,0.037761124163087495
8.48,0.004,0.003292419486188156,-0.0002253383836811333,0.03788260384590311
8.49,0.004,0.0034327595182038163,-0.00011299020829189849,0.03797339403094119
8.5,0.004,0.0035775497919796973,-1.1021821192326178e-18,0.03803228875018884
8.51,0.004,0.0037262813344167236,0.00011299020829189628,0.03805838760881439
8.52,0.004,0.0038783425187861394,0.0002253383836811311,0.038051120624458576
8.53,0.004,0.004033018796039918,0.00033640614142406574,0.03801025683942031
8.540000000000001,0.004,0.004189495525955165,0.00044556237236556003,0.0379359052932248
8.55,0.004,0.004346867390348742,0.0005521868290270228,0.037828503949539564
8.56,0.004,0.004504147589079807,0.0006556736499764035,0.0376888080865711
8.57,0.004,0.004660279266037101,0.0007554348024536439,0.037517876894806575
8.58,0.004,0.004814151308627177,0.0008509034236901358,0.037317048057626555
8.59,0.004,0.00496460883047208,0.0009415370419360504,0.0370879278446648
8.6,0.004,0.005110471514720149,0.0010268206588930277,0.03683236138877992
8.61,0.004,0.005250545735709079,0.0011062696760372546,0.0365524181436032
8.620000000000001,0.004,0.00538364278357592,0.0011794326482049348,0.0362503628219926
8.63,0.004,0.005508591528487819,0.0012458938487937238,0.0359286384144885
8.64,0.004,0.005624255523425783,0.0013052756320042918,0.0355898379762477
8.65,0.004,0.005729545803246206,0.0013572405786990316,0.03523668515646399
8.66,0.004,0.0058234359726888835,0.0014014934136849175,0.03487200750039687
8.67,0.004,0.005904974544724783,0.0014377826835260629,0.03449871471127825
8.68,0.004,0.005973298009342796,0.0014659021853522891,0.03411977267808203
8.69,0.004,0.006027644733986292,0.0014856921385449759,0.03373817369931929
8.700000000000001,0.004,0.006067375813266636,0.0014970400926424081,0.03335688905967386
8.71,0.004,0.00609202948125267,0.001499881566305724,0.032978743783758147
8.72,0.004,0.006101496474198454,0.0014942004137147584,0.03260601998071816
8.73,0.004,0.00609644309656404,0.0014800289163118018,0.032239498915139546
8.74,0.004,0.006078528003460086,0.0014574475993720107,0.03187792649063514
8.75,0.004,0.006049566394068771,0.001426584774442731,0.03151978954366666
8.76,0.004,0.006010759506607934,0.0013876158102516883,0.031164998358890122
8.77,0.004,0.005962784125383143,0.001340762136226898,0.030814700432569283
8.78,0.004,0.005906068672961112,0.0012862899842904817,0.030470667299373467
